alg,thread_num,iter_type,prefill,query_num,insert,query,delete
wormhole,4,seq,18000,7000,0.000398723,0.000142935,0.000458145
PGM,4,seq,19000,7000,1.66705,0.00142263,1.14799
wormhole,4,seq,19000,7000,0.000395408,0.000138288,0.000421542
PGM,4,rand,1000,7000,0.112493,0.00148322,0.121074
wormhole,4,rand,1000,7000,0.000367555,0.000482676,0.000134863
PGM,4,rand,2000,7000,0.0943596,0.00152895,0.209767
wormhole,4,rand,2000,7000,0.000341724,0.000595405,0.000165665
PGM,4,rand,3000,7000,0.101933,0.00157609,0.20345
wormhole,4,rand,3000,7000,0.000364956,0.000601249,0.000140598
PGM,4,rand,4000,7000,0.118648,0.001545,0.215731
wormhole,4,rand,4000,7000,0.000362451,0.000604707,0.000136269
PGM,4,rand,5000,7000,0.0911278,0.00160606,0.229496
wormhole,4,rand,5000,7000,0.000284588,0.000576361,0.000134915
PGM,4,rand,6000,7000,0.0881216,0.00136748,0.221337
wormhole,4,rand,6000,7000,0.000296141,0.000556256,0.00011585
PGM,4,rand,7000,7000,0.103109,0.00147244,0.298109
wormhole,4,rand,7000,7000,0.0003033,0.000582896,0.000133754
PGM,4,rand,8000,7000,0.0932895,0.00159922,0.302702
wormhole,4,rand,8000,7000,0.000314545,0.00060171,0.000128225
PGM,4,rand,9000,7000,0.0978287,0.00149856,0.284561
wormhole,4,rand,9000,7000,0.000291969,0.000544791,0.000112214
PGM,4,rand,10000,7000,0.0821212,0.00140169,0.250382
wormhole,4,rand,10000,7000,0.000237553,0.000613765,0.000139047
PGM,4,rand,11000,7000,0.0890337,0.00144419,0.235976
wormhole,4,rand,11000,7000,0.000195736,0.000469389,9.86E-05
PGM,4,rand,12000,7000,0.105742,0.0015862,0.251655
wormhole,4,rand,12000,7000,0.000221058,0.000494876,0.000123546
PGM,4,rand,13000,7000,0.0930204,0.00166877,0.163478
wormhole,4,rand,13000,7000,0.00030536,0.000460329,0.000120484
PGM,4,rand,14000,7000,0.0978061,0.00166573,0.156424
wormhole,4,rand,14000,7000,0.000312186,0.000492804,0.000141203
PGM,4,rand,15000,7000,0.0958492,0.0016899,0.273073
wormhole,4,rand,15000,7000,0.00026271,0.000458091,0.000127925
PGM,4,rand,16000,7000,0.0906849,0.00161511,0.282552
wormhole,4,rand,16000,7000,0.000204285,0.000463356,0.000145376
PGM,4,rand,17000,7000,0.107591,0.00161511,0.233939
wormhole,4,rand,17000,7000,0.00020838,0.000458711,0.000139691
PGM,4,rand,18000,7000,0.103624,0.00164856,0.250719
wormhole,4,rand,18000,7000,0.000188286,0.000462864,0.000137468
PGM,4,rand,19000,7000,0.100614,0.0015259,0.257437
wormhole,4,rand,19000,7000,0.000188515,0.000461236,0.00013828
PGM,4,seq,1000,8000,1.97848,0.00164871,1.29542
wormhole,4,seq,1000,8000,0.000888287,0.000196502,0.00052669
PGM,4,seq,2000,8000,1.94885,0.00167283,1.73098
wormhole,4,seq,2000,8000,0.000826919,0.000193953,0.000475538
PGM,4,seq,3000,8000,1.74787,0.00158048,1.22919
wormhole,4,seq,3000,8000,0.000749275,0.000180047,0.000503227
PGM,4,seq,4000,8000,1.76657,0.00160984,1.02556
wormhole,4,seq,4000,8000,0.000516807,0.000228474,0.000489456
PGM,4,seq,5000,8000,1.79449,0.00161866,1.23729
wormhole,4,seq,5000,8000,0.000670008,0.000236034,0.000535741
PGM,4,seq,6000,8000,1.81669,0.00160843,1.24947
wormhole,4,seq,6000,8000,0.000631293,0.00018998,0.000508116
PGM,4,seq,7000,8000,1.84652,0.00159056,1.26009
wormhole,4,seq,7000,8000,0.000593079,0.000176209,0.000448453
PGM,4,seq,8000,8000,1.85092,0.00163281,1.65015
wormhole,4,seq,8000,8000,0.000525233,0.000165383,0.000422463
PGM,4,seq,9000,8000,1.81856,0.0015565,1.40976
wormhole,4,seq,9000,8000,0.00050388,0.000191528,0.000455337
PGM,4,seq,10000,8000,1.84938,0.00166418,1.2862
wormhole,4,seq,10000,8000,0.000502019,0.000226062,0.000447761
PGM,4,seq,11000,8000,1.87815,0.00175536,1.65658
wormhole,4,seq,11000,8000,0.000475225,0.000198799,0.00046444
PGM,4,seq,12000,8000,1.87618,0.00169464,1.75491
wormhole,4,seq,12000,8000,0.000485619,0.000147288,0.000465027
PGM,4,seq,13000,8000,1.84184,0.00174696,1.955
wormhole,4,seq,13000,8000,0.000472454,0.000155741,0.000431298
PGM,4,seq,14000,8000,1.92197,0.00169592,1.89647
wormhole,4,seq,14000,8000,0.000477067,0.000149039,0.000482035
PGM,4,seq,15000,8000,1.86878,0.00167735,1.90284
wormhole,4,seq,15000,8000,0.000464911,0.000183732,0.000529685
PGM,4,seq,16000,8000,1.90736,0.00165896,1.86549
wormhole,4,seq,16000,8000,0.000471963,0.000202167,0.0005255
PGM,4,seq,17000,8000,1.97888,0.0016269,1.98074
wormhole,4,seq,17000,8000,0.000447575,0.000153595,0.000500413
PGM,4,seq,18000,8000,2.03755,0.00163801,2.02384
wormhole,4,seq,18000,8000,0.00044716,0.000178823,0.000434301
PGM,4,seq,19000,8000,1.99847,0.001661,2.01849
wormhole,4,seq,19000,8000,0.000446451,0.000149222,0.000520418
PGM,4,rand,1000,8000,0.112488,0.00175335,0.182191
wormhole,4,rand,1000,8000,0.000282296,0.000691461,0.000162512
PGM,4,rand,2000,8000,0.0933881,0.00167472,0.24724
wormhole,4,rand,2000,8000,0.000301293,0.000652659,0.000154364
PGM,4,rand,3000,8000,0.102901,0.00182663,0.206593
wormhole,4,rand,3000,8000,0.000376392,0.000680231,0.000153537
PGM,4,rand,4000,8000,0.101511,0.0015766,0.156787
wormhole,4,rand,4000,8000,0.00035923,0.000662314,0.00015564
PGM,4,rand,5000,8000,0.0792499,0.00153795,0.205394
wormhole,4,rand,5000,8000,0.000270044,0.000660599,0.000149901
PGM,4,rand,6000,8000,0.0879282,0.00151895,0.245327
wormhole,4,rand,6000,8000,0.000339264,0.000687285,0.000104541
PGM,4,rand,7000,8000,0.0918605,0.00149208,0.145199
wormhole,4,rand,7000,8000,0.000308667,0.00066971,0.000157413
PGM,4,rand,8000,8000,0.0923503,0.00176661,0.213626
wormhole,4,rand,8000,8000,0.000304836,0.000681818,0.000138483
PGM,4,rand,9000,8000,0.0951034,0.00161438,0.238493
wormhole,4,rand,9000,8000,0.00033798,0.000660801,0.000104087
PGM,4,rand,10000,8000,0.081508,0.00159928,0.218484
wormhole,4,rand,10000,8000,0.000237884,0.000638534,0.000149475
PGM,4,rand,11000,8000,0.0960574,0.00185943,0.248501
wormhole,4,rand,11000,8000,0.000247441,0.000563498,0.000146279
PGM,4,rand,12000,8000,0.0917597,0.00174792,0.253041
wormhole,4,rand,12000,8000,0.000210106,0.000638626,0.000154081
PGM,4,rand,13000,8000,0.0926445,0.00154348,0.263346
wormhole,4,rand,13000,8000,0.000242732,0.000549534,0.000132226
PGM,4,rand,14000,8000,0.0865657,0.00182847,0.221573
wormhole,4,rand,14000,8000,0.000345977,0.000922505,0.000207529
PGM,4,rand,15000,8000,0.107028,0.00177919,0.278977
wormhole,4,rand,15000,8000,0.000316102,0.00055207,0.00014605
PGM,4,rand,16000,8000,0.0867554,0.00154997,0.208168
wormhole,4,rand,16000,8000,0.000209473,0.00051097,0.00014447
PGM,4,rand,17000,8000,0.109696,0.0017437,0.21759
wormhole,4,rand,17000,8000,0.000196069,0.000478574,0.000125685
PGM,4,rand,18000,8000,0.0938089,0.00176853,0.233625
wormhole,4,rand,18000,8000,0.00021279,0.000504246,0.000149856
PGM,4,rand,19000,8000,0.0989728,0.00184226,0.150396
wormhole,4,rand,19000,8000,0.000198313,0.000508796,0.000150391
PGM,4,seq,1000,9000,2.04561,0.00177958,1.44243
wormhole,4,seq,1000,9000,0.000932406,0.00018897,0.000555168
PGM,4,seq,2000,9000,2.06741,0.00196858,1.75918
wormhole,4,seq,2000,9000,0.00094868,0.00025777,0.000590393
PGM,4,seq,3000,9000,1.97119,0.00180421,1.45222
wormhole,4,seq,3000,9000,0.000872888,0.000212638,0.000540154
PGM,4,seq,4000,9000,2.182,0.00186757,1.36116
wormhole,4,seq,4000,9000,0.000730222,0.00022892,0.00046519
PGM,4,seq,5000,9000,1.99393,0.00179561,1.83252
wormhole,4,seq,5000,9000,0.000777893,0.000236961,0.000514491
PGM,4,seq,6000,9000,2.06792,0.00191843,1.84974
wormhole,4,seq,6000,9000,0.000648614,0.000218974,0.000493533
PGM,4,seq,7000,9000,2.04691,0.00183704,1.44535
wormhole,4,seq,7000,9000,0.000590894,0.00019169,0.000471668
PGM,4,seq,8000,9000,2.09829,0.00182189,1.19877
wormhole,4,seq,8000,9000,0.000561089,0.000180941,0.000450199
PGM,4,seq,9000,9000,2.14788,0.00175749,1.65293
wormhole,4,seq,9000,9000,0.000556956,0.000213157,0.000499907
PGM,4,seq,10000,9000,2.10312,0.00191969,2.14528
wormhole,4,seq,10000,9000,0.00057827,0.000175075,0.000466018
PGM,4,seq,11000,9000,2.16747,0.0018633,2.16464
wormhole,4,seq,11000,9000,0.000554707,0.000163706,0.000509663
PGM,4,seq,12000,9000,2.12448,0.00188751,2.107
wormhole,4,seq,12000,9000,0.000532535,0.000209242,0.000538069
PGM,4,seq,13000,9000,1.98973,0.00186194,2.14896
wormhole,4,seq,13000,9000,0.000537845,0.000191542,0.000508577
PGM,4,seq,14000,9000,1.97685,0.00188467,2.1044
wormhole,4,seq,14000,9000,0.000526197,0.00019906,0.000469697
PGM,4,seq,15000,9000,1.95144,0.00178027,1.12355
wormhole,4,seq,15000,9000,0.000514374,0.000225498,0.000520332
PGM,4,seq,16000,9000,1.80549,0.00201123,2.08113
wormhole,4,seq,16000,9000,0.000482497,0.000161199,0.000492306
PGM,4,seq,17000,9000,1.867,0.00187185,1.76178
wormhole,4,seq,17000,9000,0.000509827,0.000207316,0.000512451
PGM,4,seq,18000,9000,1.95064,0.00191753,1.18151
wormhole,4,seq,18000,9000,0.000495836,0.000194758,0.000510785
PGM,4,seq,19000,9000,1.92011,0.00186287,2.13979
wormhole,4,seq,19000,9000,0.000483784,0.000190477,0.000588777
PGM,4,rand,1000,9000,0.116487,0.00189548,0.182654
wormhole,4,rand,1000,9000,0.000294617,0.00072891,0.000155251
PGM,4,rand,2000,9000,0.0909942,0.00196276,0.189372
wormhole,4,rand,2000,9000,0.000372749,0.000726981,0.000133561
PGM,4,rand,3000,9000,0.107415,0.00198841,0.176723
wormhole,4,rand,3000,9000,0.000380991,0.000757276,0.000141491
PGM,4,rand,4000,9000,0.0996526,0.00172545,0.288971
wormhole,4,rand,4000,9000,0.000309487,0.000752679,0.000148399
PGM,4,rand,5000,9000,0.0835724,0.00175989,0.236553
wormhole,4,rand,5000,9000,0.000337915,0.000727866,0.000146141
PGM,4,rand,6000,9000,0.108514,0.00203939,0.239149
wormhole,4,rand,6000,9000,0.000331453,0.000746624,0.00015698
PGM,4,rand,7000,9000,0.0932614,0.00190409,0.256715
wormhole,4,rand,7000,9000,0.000308477,0.000756912,0.000136196
PGM,4,rand,8000,9000,0.0972672,0.00176581,0.179728
wormhole,4,rand,8000,9000,0.000370656,0.000778799,0.000175732
PGM,4,rand,9000,9000,0.136206,0.00192662,0.18811
wormhole,4,rand,9000,9000,0.000261096,0.00060058,0.000143737
PGM,4,rand,10000,9000,0.0828599,0.00197562,0.222672
wormhole,4,rand,10000,9000,0.000251204,0.000674677,0.000132016
PGM,4,rand,11000,9000,0.0880431,0.00172396,0.249893
wormhole,4,rand,11000,9000,0.000230185,0.000599966,0.000105758
PGM,4,rand,12000,9000,0.0946463,0.00205451,0.224491
wormhole,4,rand,12000,9000,0.000280981,0.000775004,0.000139074
PGM,4,rand,13000,9000,0.098037,0.00203094,0.15047
wormhole,4,rand,13000,9000,0.000285157,0.000599462,0.000101755
PGM,4,rand,14000,9000,0.0974512,0.002067,0.168027
wormhole,4,rand,14000,9000,0.000250733,0.00057342,0.000138693
PGM,4,rand,15000,9000,0.0942511,0.00207491,0.20436
wormhole,4,rand,15000,9000,0.000250028,0.000573677,0.000144676
PGM,4,rand,16000,9000,0.0894782,0.00204475,0.200478
wormhole,4,rand,16000,9000,0.000199282,0.000529465,0.000102839
PGM,4,rand,17000,9000,0.0972604,0.00196578,0.236728
wormhole,4,rand,17000,9000,0.000247694,0.000547394,0.000126869
PGM,4,rand,18000,9000,0.109333,0.00199512,0.228035
wormhole,4,rand,18000,9000,0.000197429,0.000543537,0.000116633
PGM,4,rand,19000,9000,0.108989,0.00197614,0.254761
wormhole,4,rand,19000,9000,0.000186919,0.000546495,0.000128143
PGM,4,seq,1000,10000,2.24872,0.00206319,1.55673
wormhole,4,seq,1000,10000,0.0010073,0.000245021,0.000687667
PGM,4,seq,2000,10000,2.3715,0.00200339,1.71949
wormhole,4,seq,2000,10000,0.00100961,0.000276205,0.000609569
PGM,4,seq,3000,10000,2.0938,0.00199228,1.72832
wormhole,4,seq,3000,10000,0.000914682,0.000237446,0.000630388
PGM,4,seq,4000,10000,2.20029,0.00207621,1.63289
wormhole,4,seq,4000,10000,0.000806389,0.000180766,0.00050387
PGM,4,seq,5000,10000,2.31441,0.00203382,2.07761
wormhole,4,seq,5000,10000,0.000721817,0.000241468,0.00054515
PGM,4,seq,6000,10000,2.33392,0.00206107,1.6024
wormhole,4,seq,6000,10000,0.000858139,0.000273334,0.000602894
PGM,4,seq,7000,10000,2.19397,0.0021244,2.53748
wormhole,4,seq,7000,10000,0.000638131,0.000242521,0.000488057
PGM,4,seq,8000,10000,2.32214,0.00198076,1.87127
wormhole,4,seq,8000,10000,0.000621358,0.000219678,0.000515131
PGM,4,seq,9000,10000,2.37241,0.00211947,1.88586
wormhole,4,seq,9000,10000,0.000597668,0.000212849,0.000509513
PGM,4,seq,10000,10000,2.25984,0.00213369,2.63164
wormhole,4,seq,10000,10000,0.000590289,0.000182402,0.000499079
PGM,4,seq,11000,10000,2.25088,0.00276617,2.02513
wormhole,4,seq,11000,10000,0.000598574,0.00022995,0.000537746
PGM,4,seq,12000,10000,1.9458,0.00219798,1.24583
wormhole,4,seq,12000,10000,0.000611299,0.000217333,0.000546608
PGM,4,seq,13000,10000,2.05539,0.00217016,1.75648
wormhole,4,seq,13000,10000,0.000585978,0.000215356,0.000558609
PGM,4,seq,14000,10000,2.2036,0.00196272,2.07955
wormhole,4,seq,14000,10000,0.000572628,0.000152878,0.000578899
PGM,4,seq,15000,10000,2.24039,0.00215606,1.978
wormhole,4,seq,15000,10000,0.000581926,0.000161853,0.000549726
PGM,4,seq,16000,10000,2.18757,0.0021256,1.52191
wormhole,4,seq,16000,10000,0.000558899,0.000207511,0.000573751
PGM,4,seq,17000,10000,2.29129,0.00201451,2.18313
wormhole,4,seq,17000,10000,0.00054001,0.000175027,0.000596822
PGM,4,seq,18000,10000,2.35221,0.00197168,2.06057
wormhole,4,seq,18000,10000,0.000534314,0.000171603,0.000538242
PGM,4,seq,19000,10000,2.2969,0.00208211,2.22259
wormhole,4,seq,19000,10000,0.000533878,0.00017601,0.000578728
PGM,4,rand,1000,10000,0.108231,0.00208032,0.198341
wormhole,4,rand,1000,10000,0.000256709,0.000800639,9.87E-05
PGM,4,rand,2000,10000,0.0930698,0.00214364,0.167142
wormhole,4,rand,2000,10000,0.000353899,0.000929568,0.00015521
PGM,4,rand,3000,10000,0.103605,0.00226908,0.191687
wormhole,4,rand,3000,10000,0.000343766,0.000816217,0.000141208
PGM,4,rand,4000,10000,0.0974061,0.00188163,0.232775
wormhole,4,rand,4000,10000,0.000347146,0.000881772,0.000242083
PGM,4,rand,5000,10000,0.0844903,0.00192467,0.175782
wormhole,4,rand,5000,10000,0.000279421,0.000703582,0.00012622
PGM,4,rand,6000,10000,0.104526,0.0022312,0.263233
wormhole,4,rand,6000,10000,0.000305291,0.000802224,0.000154087
PGM,4,rand,7000,10000,0.0918174,0.00200855,0.192673
wormhole,4,rand,7000,10000,0.000243257,0.00079151,0.00014105
PGM,4,rand,8000,10000,0.102198,0.00227333,0.225463
wormhole,4,rand,8000,10000,0.000281054,0.000793613,0.000137189
PGM,4,rand,9000,10000,0.102812,0.0021736,0.212784
wormhole,4,rand,9000,10000,0.000318948,0.000722169,0.00013343
PGM,4,rand,10000,10000,0.0806048,0.0020255,0.179808
wormhole,4,rand,10000,10000,0.000287993,0.000848649,0.000139558
PGM,4,rand,11000,10000,0.0889005,0.00201378,0.23021
wormhole,4,rand,11000,10000,0.000208095,0.000443748,0.000134094
PGM,4,rand,12000,10000,0.103294,0.00235149,0.264064
wormhole,4,rand,12000,10000,0.000261573,0.000677354,0.00010908
PGM,4,rand,13000,10000,0.0998747,0.00227695,0.271536
wormhole,4,rand,13000,10000,0.000254767,0.000505686,0.000122932
PGM,4,rand,14000,10000,0.101869,0.00211602,0.215155
wormhole,4,rand,14000,10000,0.000301331,0.00062655,9.24E-05
PGM,4,rand,15000,10000,0.0894229,0.00224788,0.145842
wormhole,4,rand,15000,10000,0.000217988,0.000583122,0.000141824
PGM,4,rand,16000,10000,0.0874966,0.00205456,0.282096
wormhole,4,rand,16000,10000,0.000208307,0.000589899,0.000146864
PGM,4,rand,17000,10000,0.10601,0.00235995,0.224041
wormhole,4,rand,17000,10000,0.000193931,0.000604208,0.000146476
PGM,4,rand,18000,10000,0.103973,0.00226273,0.256981
wormhole,4,rand,18000,10000,0.000182726,0.000593041,0.000150157
PGM,4,rand,19000,10000,0.10184,0.00216648,0.23548
wormhole,4,rand,19000,10000,0.000190333,0.000593191,0.00012721
PGM,4,seq,1000,11000,2.49523,0.00231639,1.70555
wormhole,4,seq,1000,11000,0.00108387,0.000232528,0.000668957
PGM,4,seq,2000,11000,2.53133,0.00234834,2.60179
wormhole,4,seq,2000,11000,0.00112181,0.000280255,0.00069054
PGM,4,seq,3000,11000,2.48339,0.00233872,1.99927
wormhole,4,seq,3000,11000,0.00105554,0.000275928,0.000635342
PGM,4,seq,4000,11000,2.44984,0.00224391,1.80552
wormhole,4,seq,4000,11000,0.000867164,0.000232337,0.000606181
PGM,4,seq,5000,11000,2.58505,0.00221212,1.82128
wormhole,4,seq,5000,11000,0.000886503,0.000247964,0.00055828
PGM,4,seq,6000,11000,2.57466,0.00226354,2.61526
wormhole,4,seq,6000,11000,0.000772948,0.000195756,0.000521984
PGM,4,seq,7000,11000,2.51204,0.00219771,2.07035
wormhole,4,seq,7000,11000,0.000771814,0.000201725,0.000589604
PGM,4,seq,8000,11000,2.63846,0.0021693,2.57916
wormhole,4,seq,8000,11000,0.000687228,0.000268601,0.000578237
PGM,4,seq,9000,11000,2.49529,0.0022611,2.59979
wormhole,4,seq,9000,11000,0.00066019,0.00023776,0.000510605
PGM,4,seq,10000,11000,2.22837,0.00242632,2.11599
wormhole,4,seq,10000,11000,0.000647686,0.000251067,0.00056685
PGM,4,seq,11000,11000,2.40589,0.0022442,1.64512
wormhole,4,seq,11000,11000,0.000638568,0.00024185,0.000578162
PGM,4,seq,12000,11000,2.45316,0.00240144,1.68051
wormhole,4,seq,12000,11000,0.000617702,0.000236438,0.000576255
PGM,4,seq,13000,11000,2.41534,0.00222627,2.14746
wormhole,4,seq,13000,11000,0.000634793,0.000184025,0.000598959
PGM,4,seq,14000,11000,2.53728,0.00248615,2.88417
wormhole,4,seq,14000,11000,0.000622801,0.000240119,0.000595972
PGM,4,seq,15000,11000,2.49408,0.00214799,2.38471
wormhole,4,seq,15000,11000,0.000621142,0.000170469,0.00065301
PGM,4,seq,16000,11000,2.51799,0.00223037,2.39127
wormhole,4,seq,16000,11000,0.000438229,0.000238697,0.000621653
PGM,4,seq,17000,11000,2.69637,0.00226336,2.45141
wormhole,4,seq,17000,11000,0.000605661,0.000182311,0.000584296
PGM,4,seq,18000,11000,2.60045,0.00237464,2.52006
wormhole,4,seq,18000,11000,0.00054805,0.00019807,0.000606738
PGM,4,seq,19000,11000,2.69059,0.00220947,2.53194
wormhole,4,seq,19000,11000,0.000579639,0.000180891,0.000586336
PGM,4,rand,1000,11000,0.110633,0.00237778,0.192082
wormhole,4,rand,1000,11000,0.000315682,0.000885341,0.000135191
PGM,4,rand,2000,11000,0.0947397,0.00232099,0.155622
wormhole,4,rand,2000,11000,0.000344636,0.000868523,0.000175614
PGM,4,rand,3000,11000,0.102673,0.00237932,0.147761
wormhole,4,rand,3000,11000,0.000367861,0.000890946,0.000162423
PGM,4,rand,4000,11000,0.100766,0.0019984,0.202819
wormhole,4,rand,4000,11000,0.00034759,0.000859927,0.000152234
PGM,4,rand,5000,11000,0.0962592,0.00247868,0.194247
wormhole,4,rand,5000,11000,0.000334575,0.00086781,0.000142187
PGM,4,rand,6000,11000,0.0893203,0.00198837,0.146124
wormhole,4,rand,6000,11000,0.000385668,0.00092549,0.000145573
PGM,4,rand,7000,11000,0.0901562,0.00220541,0.230873
wormhole,4,rand,7000,11000,0.000287225,0.000851781,0.000145479
PGM,4,rand,8000,11000,0.0945152,0.00238718,0.163943
wormhole,4,rand,8000,11000,0.000321398,0.000861412,0.000161949
PGM,4,rand,9000,11000,0.100769,0.00246037,0.270246
wormhole,4,rand,9000,11000,0.000294836,0.00084905,0.000117342
PGM,4,rand,10000,11000,0.081546,0.00251051,0.277979
wormhole,4,rand,10000,11000,0.000243845,0.000822507,0.000157652
PGM,4,rand,11000,11000,0.0899049,0.00243205,0.249018
wormhole,4,rand,11000,11000,0.000210909,0.000802549,0.000146726
PGM,4,rand,12000,11000,0.100548,0.00262078,0.266067
wormhole,4,rand,12000,11000,0.000276952,0.000785162,0.000133952
PGM,4,rand,13000,11000,0.0950873,0.00241885,0.239598
wormhole,4,rand,13000,11000,0.000272124,0.000766086,0.00013659
PGM,4,rand,14000,11000,0.0989408,0.00236988,0.265004
wormhole,4,rand,14000,11000,0.000257337,0.000667585,0.000133056
PGM,4,rand,15000,11000,0.0977901,0.00245249,0.252571
wormhole,4,rand,15000,11000,0.000254145,0.000642062,0.000128281
PGM,4,rand,16000,11000,0.0970261,0.00239958,0.237133
wormhole,4,rand,16000,11000,0.000237754,0.000767416,0.000153553
PGM,4,rand,17000,11000,0.0980956,0.00237995,0.267332
wormhole,4,rand,17000,11000,0.000223658,0.000695199,0.000139493
PGM,4,rand,18000,11000,0.102396,0.00233229,0.193871
wormhole,4,rand,18000,11000,0.000200382,0.000640186,8.58E-05
PGM,4,rand,19000,11000,0.108962,0.00240796,0.272026
wormhole,4,rand,19000,11000,0.000188177,0.000647437,0.000108562
PGM,4,seq,1000,12000,2.76093,0.00249798,1.78403
wormhole,4,seq,1000,12000,0.00105785,0.000222128,0.000659195
PGM,4,seq,2000,12000,2.88971,0.00247032,2.8526
wormhole,4,seq,2000,12000,0.00118905,0.000315385,0.000686163
PGM,4,seq,3000,12000,2.79454,0.00245294,2.24371
wormhole,4,seq,3000,12000,0.00114823,0.000295297,0.000722339
PGM,4,seq,4000,12000,2.73732,0.00234973,1.6434
wormhole,4,seq,4000,12000,0.000975644,0.00021403,0.000654266
PGM,4,seq,5000,12000,2.91562,0.00250455,1.98603
wormhole,4,seq,5000,12000,0.000956498,0.000226694,0.000661551
PGM,4,seq,6000,12000,2.87333,0.00253376,3.34846
wormhole,4,seq,6000,12000,0.00102004,0.000237329,0.000693868
PGM,4,seq,7000,12000,3.00971,0.00249917,1.68966
wormhole,4,seq,7000,12000,0.000810599,0.00027537,0.000600608
PGM,4,seq,8000,12000,2.77276,0.00242266,2.77841
wormhole,4,seq,8000,12000,0.000784446,0.000218106,0.000606639
PGM,4,seq,9000,12000,2.75055,0.0024368,2.58444
wormhole,4,seq,9000,12000,0.000723893,0.0002908,0.000625273
PGM,4,seq,10000,12000,2.40516,0.00269646,3.2687
wormhole,4,seq,10000,12000,0.00069253,0.000221427,0.000558927
PGM,4,seq,11000,12000,2.73186,0.00262145,1.88155
wormhole,4,seq,11000,12000,0.000691309,0.0002611,0.000552039
PGM,4,seq,12000,12000,2.74278,0.00245675,2.72567
wormhole,4,seq,12000,12000,0.000673199,0.000272828,0.000613568
PGM,4,seq,13000,12000,2.65307,0.00245275,2.49584
wormhole,4,seq,13000,12000,0.000661517,0.000205686,0.00063302
PGM,4,seq,14000,12000,2.80466,0.00238485,2.82934
wormhole,4,seq,14000,12000,0.000675119,0.0001962,0.000654473
PGM,4,seq,15000,12000,2.76735,0.00249267,2.78985
wormhole,4,seq,15000,12000,0.000651067,0.000187878,0.000629123
PGM,4,seq,16000,12000,2.75094,0.00239153,2.65318
wormhole,4,seq,16000,12000,0.000652282,0.000196912,0.000632669
PGM,4,seq,17000,12000,2.98563,0.00234566,3.01204
wormhole,4,seq,17000,12000,0.000662236,0.000200173,0.000618891
PGM,4,seq,18000,12000,2.97403,0.00249592,2.95653
wormhole,4,seq,18000,12000,0.000635418,0.000223623,0.000632334
PGM,4,seq,19000,12000,2.88177,0.00248017,2.96921
wormhole,4,seq,19000,12000,0.000625945,0.000241038,0.000659889
PGM,4,rand,1000,12000,0.114545,0.00258402,0.154511
wormhole,4,rand,1000,12000,0.0002959,0.0008033,9.55E-05
PGM,4,rand,2000,12000,0.0768536,0.00213297,0.145478
wormhole,4,rand,2000,12000,0.000328294,0.000790702,0.000155656
PGM,4,rand,3000,12000,0.103536,0.00262948,0.200195
wormhole,4,rand,3000,12000,0.000398399,0.000931521,0.000139727
PGM,4,rand,4000,12000,0.101598,0.00230341,0.32434
wormhole,4,rand,4000,12000,0.00035271,0.000945942,0.000135943
PGM,4,rand,5000,12000,0.0823186,0.0021831,0.178031
wormhole,4,rand,5000,12000,0.00690193,0.00560222,0.00656391
PGM,4,rand,6000,12000,0.109481,0.00247365,0.142688
wormhole,4,rand,6000,12000,0.000338949,0.00093898,0.000157585
PGM,4,rand,7000,12000,0.0949173,0.00258743,0.238873
wormhole,4,rand,7000,12000,0.000255245,0.000929061,0.00016744
PGM,4,rand,8000,12000,0.0996596,0.00251301,0.278327
wormhole,4,rand,8000,12000,0.000297143,0.000903855,0.000138822
PGM,4,rand,9000,12000,0.098072,0.00264838,0.216441
wormhole,4,rand,9000,12000,0.000337451,0.0008451,0.000128068
PGM,4,rand,10000,12000,0.084506,0.00268277,0.225174
wormhole,4,rand,10000,12000,0.000233109,0.000852612,0.000151887
PGM,4,rand,11000,12000,0.0905644,0.0026559,0.239361
wormhole,4,rand,11000,12000,0.000244181,0.000767813,0.000131603
PGM,4,rand,12000,12000,0.0947006,0.00279807,0.208792
wormhole,4,rand,12000,12000,0.000273314,0.000761861,0.000102223
PGM,4,rand,13000,12000,0.103005,0.00279169,0.230413
wormhole,4,rand,13000,12000,0.000285443,0.000741306,0.000131705
PGM,4,rand,14000,12000,0.107583,0.00279323,0.213955
wormhole,4,rand,14000,12000,0.000314153,0.000698202,0.0001288
PGM,4,rand,15000,12000,0.100382,0.00275652,0.262831
wormhole,4,rand,15000,12000,0.000283129,0.000691655,0.000130448
PGM,4,rand,16000,12000,0.0890575,0.0026395,0.245717
wormhole,4,rand,16000,12000,0.000238531,0.000670908,0.000124709
PGM,4,rand,17000,12000,0.0905806,0.00261867,0.21382
wormhole,4,rand,17000,12000,0.000201939,0.000679827,0.000140686
PGM,4,rand,18000,12000,0.0950512,0.0027372,0.152514
wormhole,4,rand,18000,12000,0.00018683,0.000686567,0.000129569
PGM,4,rand,19000,12000,0.101165,0.00250029,0.233034
wormhole,4,rand,19000,12000,0.0001867,0.000676179,0.000131869
PGM,4,seq,1000,13000,3.02175,0.00267225,2.65545
wormhole,4,seq,1000,13000,0.00145033,0.000379724,0.000797847
PGM,4,seq,2000,13000,3.11816,0.00259991,3.37136
wormhole,4,seq,2000,13000,0.00124849,0.000259283,0.000751698
PGM,4,seq,3000,13000,3.05502,0.00256725,2.41523
wormhole,4,seq,3000,13000,0.00108039,0.000283066,0.00066385
